id;fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
804;4;19;1:41.351;188.363;805
808;19;2;1:24.624;210.961;809
809;23;1;1:24.569;211.098;810
810;22;4;1:25.096;209.791;811
811;12;10;1:25.528;208.731;812
812;49;3;1:25.027;209.961;813
813;39;9;1:25.488;208.829;814
814;29;6;1:25.347;209.174;815
815;43;7;1:25.353;209.159;816
816;45;5;1:25.316;209.250;817
817;12;13;1:26.129;207.275;818
818;30;15;1:26.418;206.581;819
819;53;8;1:25.438;208.951;820
820;53;12;1:25.996;207.595;821
821;43;11;1:25.679;208.363;822
822;57;14;1:26.248;206.989;823
823;53;18;1:27.160;204.823;824
824;41;17;1:26.855;205.542;825
825;40;20;1:29.100;200.363;826
826;30;16;1:26.759;205.770;827
827;15;21;1:31.032;196.111;828
828;4;19;1:28.039;202.778;829
830;39;1;1:32.099;201.226;831
831;37;3;1:32.532;200.285;832
832;19;5;1:33.099;199.065;833
833;43;2;1:32.472;200.415;834
834;59;9;1:33.952;197.258;835
835;46;4;1:32.964;199.354;836
836;48;7;1:33.579;198.044;837
837;38;12;1:34.037;197.079;838
838;58;10;1:33.953;197.256;839
839;47;11;1:34.035;197.084;840
840;57;14;1:34.091;196.966;841
841;41;18;1:35.504;194.052;842
842;35;17;1:35.428;194.207;843
843;27;8;1:33.607;197.985;844
844;47;6;1:33.571;198.061;845
845;26;19;1:36.706;191.640;846
846;21;20;1:37.214;190.639;847
847;9;13;1:34.042;197.069;848
848;16;15;1:34.553;196.004;849
849;11;16;1:35.415;194.233;850
850;2;21;2:24.500;128.254;851
852;39;2;1:16.723;217.108;853
853;43;3;1:16.922;216.546;854
854;38;4;1:17.083;216.094;855
855;42;1;1:16.648;217.320;856
856;40;5;1:17.357;215.328;857
857;40;6;1:17.367;215.301;858
858;40;7;1:17.399;215.212;859
859;49;10;1:17.869;213.913;860
860;61;11;1:17.900;213.827;861
861;42;13;1:18.465;212.288;862
862;51;8;1:17.861;213.935;863
863;62;12;1:18.050;213.417;864
864;59;15;1:18.516;212.150;865
865;55;9;1:17.862;213.932;866
866;52;14;1:18.488;212.226;867
867;28;18;1:19.265;210.145;868
868;42;21;1:20.411;207.150;869
869;28;20;1:19.532;209.440;870
870;41;16;1:18.541;212.082;871
871;24;17;1:18.621;211.867;872
872;17;19;1:19.482;209.571;873
873;9;22;1:22.389;202.177;874
874;11;3;1:15.671;158.898;875
875;20;6;1:16.008;158.193;876
876;45;19;1:17.849;154.452;877
877;67;12;1:17.320;155.509;878
878;74;1;1:15.143;160.014;879
879;58;5;1:15.919;158.379;880
880;72;11;1:17.319;155.511;881
881;72;15;1:17.540;155.068;882
882;40;7;1:16.612;156.946;883
883;75;17;1:17.660;154.828;884
884;59;10;1:17.300;155.549;885
885;77;16;1:17.603;154.942;886
886;77;14;1:17.481;155.186;887
887;74;18;1:17.767;154.615;888
888;71;13;1:17.329;155.491;889
889;72;22;1:19.104;152.002;890
890;30;8;1:17.180;155.791;891
891;19;20;1:17.930;154.292;892
892;43;9;1:17.227;155.696;893
893;19;2;1:15.325;159.628;894
894;23;4;1:15.680;158.879;895
895;39;21;1:18.793;152.602;896
896;21;1;1:21.599;226.811;897
897;53;2;1:21.934;225.884;898
898;15;5;1:22.461;224.440;899
899;42;3;1:22.238;225.049;900
900;43;4;1:22.371;224.685;901
901;38;8;1:22.780;223.575;902
902;43;6;1:22.706;223.775;903
903;46;10;1:22.921;223.195;904
904;47;9;1:22.916;223.209;905
905;38;11;1:23.224;222.382;906
906;19;7;1:22.744;223.673;907
907;42;14;1:23.995;220.341;908
908;25;15;1:24.221;219.750;909
909;30;12;1:23.712;221.086;910
910;27;13;1:23.977;220.388;911
911;25;16;1:24.636;218.672;912
912;23;18;1:26.520;213.911;913
913;26;19;1:27.167;212.323;914
914;8;17;1:25.207;217.207;915
918;22;2;1:15.911;206.815;919
919;68;3;1:15.993;206.592;920
920;22;1;1:15.841;207.006;921
921;49;4;1:16.669;204.771;922
922;31;5;1:17.308;203.078;923
923;15;8;1:17.503;202.567;924
924;52;7;1:17.454;202.695;925
925;39;10;1:17.619;202.264;926
926;21;13;1:18.001;201.274;927
927;52;12;1:17.720;202.002;928
928;55;9;1:17.576;202.377;929
929;17;11;1:17.705;202.041;930
930;50;14;1:18.078;201.075;931
931;5;18;1:19.291;197.999;932
932;40;19;1:20.490;195.050;933
933;29;6;1:17.394;202.852;934
934;19;16;1:18.793;199.251;935
935;5;15;1:18.493;200.012;936
936;10;17;1:19.286;198.012;937
937;2;20;2:07.709;122.932;938
940;56;1;1:12.719;207.527;941
941;29;2;1:12.954;206.859;942
942;28;3;1:13.131;206.358;943
943;37;5;1:13.269;205.969;944
944;72;6;1:13.316;205.837;945
945;47;7;1:13.611;205.012;946
946;33;11;1:14.730;201.942;947
947;41;9;1:14.286;203.149;948
948;42;10;1:14.707;202.005;949
949;29;4;1:13.225;206.093;950
950;34;12;1:14.731;201.940;951
951;19;8;1:13.934;204.117;952
952;9;13;1:22.036;183.958;953
953;6;14;1:43.802;145.384;954
954;2;15;2:04.692;121.027;955
962;46;1;1:17.111;205.931;963
963;23;5;1:17.770;204.186;964
964;18;2;1:17.141;205.851;965
965;19;6;1:17.809;204.084;966
966;30;4;1:17.717;204.325;967
967;20;9;1:18.057;203.435;968
968;34;3;1:17.625;204.568;969
969;48;14;1:18.809;201.494;970
970;56;17;1:18.978;201.063;971
971;66;12;1:18.674;201.840;972
972;56;7;1:17.906;203.830;973
973;56;16;1:18.968;201.089;974
974;54;10;1:18.241;202.957;975
975;62;13;1:18.796;201.527;976
976;67;18;1:19.356;200.105;977
977;53;20;1:20.113;198.215;978
978;47;11;1:18.510;202.262;979
979;34;15;1:18.859;201.366;980
980;16;8;1:18.036;203.490;981
981;16;19;1:20.094;198.262;982
982;8;21;1:21.663;194.452;983
984;17;1;1:16.357;215.650;985
985;18;2;1:16.392;215.551;986
986;4;3;1:16.475;215.317;987
987;14;7;1:16.818;214.356;988
988;66;9;1:17.256;213.140;989
989;18;8;1:16.981;213.902;990
990;48;5;1:16.807;214.386;991
991;49;12;1:17.719;211.870;992
992;64;4;1:16.763;214.509;993
993;51;10;1:17.407;212.724;994
994;24;13;1:17.811;211.620;995
995;50;11;1:17.450;212.606;996
996;43;6;1:16.812;214.372;997
997;26;19;1:19.413;207.351;998
998;29;17;1:18.904;208.689;999
999;16;14;1:18.029;211.029;1000
1000;3;18;1:19.264;207.741;1001
1001;2;20;1:19.649;206.737;1002
1004;35;15;1:18.247;210.441;1005
1005;46;16;1:18.718;209.182;1006
1006;57;4;1:25.143;185.236;1007
1007;67;2;1:24.315;187.055;1008
1008;65;7;1:25.801;183.816;1009
1009;69;3;1:24.678;186.253;1010
1010;65;10;1:27.572;180.098;1011
1011;65;5;1:25.247;185.010;1012
1012;65;1;1:23.516;188.845;1013
1013;57;11;1:27.834;179.561;1014
1014;66;13;1:28.178;178.860;1015
1015;67;8;1:26.117;183.141;1016
1016;66;9;1:26.249;182.861;1017
1017;58;6;1:25.779;183.863;1018
1018;53;15;1:30.957;173.396;1019
1019;50;14;1:29.408;176.400;1020
1020;7;16;1:33.690;168.338;1021
1021;8;19;1:38.858;159.537;1022
1022;9;20;1:38.964;159.367;1023
1023;9;17;1:35.550;165.061;1024
1024;6;18;1:38.702;159.790;1025
1027;55;12;1:28.154;178.909;1028
1028;38;2;1:28.123;218.067;1029
1029;38;3;1:28.245;217.766;1030
1030;55;1;1:28.005;218.360;1031
1031;58;4;1:28.474;217.202;1032
1032;54;7;1:28.959;216.018;1033
1033;29;5;1:28.546;217.026;1034
1034;58;8;1:29.084;215.715;1035
1035;26;6;1:28.733;216.568;1036
1036;24;13;1:30.048;213.406;1037
1037;50;15;1:30.088;213.311;1038
1038;26;11;1:30.025;213.460;1039
1039;34;9;1:29.723;214.179;1040
1040;43;10;1:29.933;213.679;1041
1041;56;16;1:30.335;212.728;1042
1042;24;12;1:30.026;213.458;1043
1043;35;17;1:30.403;212.568;1044
1044;33;18;1:31.814;209.301;1045
1045;21;14;1:30.071;213.351;1046
1046;12;20;1:32.337;208.115;1047
1047;12;19;1:32.148;208.542;1048
1050;14;2;1:22.575;252.555;1051
1051;13;1;1:22.559;252.604;1052
1052;21;4;1:23.111;250.927;1053
1053;25;8;1:23.617;249.408;1054
1054;51;7;1:23.518;249.704;1055
1055;27;10;1:23.794;248.881;1056
1056;25;11;1:23.869;248.659;1057
1057;20;6;1:23.294;250.375;1058
1058;41;3;1:23.003;251.253;1059
1059;27;12;1:24.197;247.690;1060
1060;37;13;1:24.571;246.595;1061
1061;51;17;1:24.984;245.396;1062
1062;50;18;1:25.094;245.079;1063
1063;52;14;1:24.764;246.033;1064
1064;41;16;1:24.837;245.821;1065
1065;15;21;1:25.676;243.414;1066
1066;17;20;1:25.494;243.932;1067
1067;27;15;1:24.822;245.865;1068
1068;38;5;1:23.121;250.896;1069
1069;8;9;1:23.702;249.155;1070
1070;15;22;1:26.548;240.962;1071
1071;8;19;1:25.362;244.310;1072
1072;50;2;1:38.553;199.117;1073
1073;49;1;1:37.586;201.090;1074
1074;53;6;1:39.332;197.555;1075
1075;51;5;1:39.206;197.806;1076
1076;45;3;1:39.149;197.920;1077
1077;52;9;1:39.749;196.729;1078
1078;53;4;1:39.164;197.890;1079
1079;44;12;1:39.907;196.418;1080
1080;52;15;1:40.549;195.164;1081
1081;53;18;1:41.710;192.936;1082
1082;52;14;1:40.471;195.316;1083
1083;52;10;1:39.801;196.627;1084
1084;51;13;1:40.193;195.857;1085
1085;49;8;1:39.681;196.863;1086
1086;50;17;1:41.483;193.368;1087
1087;42;19;1:41.847;192.677;1088
1088;47;11;1:39.823;196.583;1089
1089;42;7;1:39.397;197.426;1090
1090;24;21;1:44.787;187.271;1091
1091;35;22;1:45.356;186.259;1092
1092;14;20;1:44.094;188.518;1093
1093;48;16;1:40.856;194.570;1094
1094;14;1;1:32.676;225.572;1095
1095;37;3;1:33.296;224.073;1096
1096;13;7;1:33.564;223.432;1097
1097;35;5;1:33.451;223.702;1098
1098;24;4;1:33.344;223.958;1099
1099;2;9;1:33.866;222.713;1100
1100;2;8;1:33.607;223.329;1101
1101;31;13;1:34.525;221.160;1102
1102;39;6;1:33.509;223.563;1103
1103;33;15;1:34.802;220.514;1104
1104;22;11;1:34.120;222.112;1105
1105;40;10;1:34.071;222.227;1106
1106;37;19;1:35.099;219.825;1107
1107;22;12;1:34.131;222.086;1108
1108;26;17;1:35.082;219.864;1109
1109;27;20;1:35.260;219.454;1110
1110;22;21;1:35.594;218.687;1111
1111;37;14;1:34.560;221.078;1112
1112;19;18;1:35.092;219.841;1113
1113;32;2;1:32.792;225.290;1114
1114;20;16;1:35.052;219.934;1115
1115;19;22;1:36.036;217.680;1116
1116;23;2;1:12.877;212.857;1117
1117;70;3;1:12.961;212.612;1118
1118;71;4;1:13.053;212.344;1119
1119;70;1;1:12.162;214.966;1120
1120;58;6;1:13.281;211.683;1121
1121;70;5;1:13.121;212.146;1122
1122;48;8;1:13.391;211.366;1123
1123;63;12;1:13.817;210.146;1124
1124;25;14;1:14.117;209.296;1125
1125;47;9;1:13.401;211.337;1126
1126;69;13;1:13.862;210.018;1127
1127;62;11;1:13.700;210.480;1128
1128;69;10;1:13.687;210.517;1129
1129;61;17;1:14.591;207.966;1130
1130;38;16;1:14.410;208.471;1131
1131;67;7;1:13.379;211.401;1132
1132;18;15;1:14.163;209.166;1133
1133;12;19;1:16.045;203.989;1134
1134;9;18;1:14.882;207.157;1135
1135;8;20;1:16.835;201.892;1136
1138;55;2;1:25.994;222.001;1139
1139;54;3;1:26.233;221.386;1140
1140;24;1;1:25.683;222.807;1141
1141;40;11;1:26.690;220.219;1142
1142;37;8;1:26.493;220.720;1143
1143;41;7;1:26.393;220.976;1144
1144;39;10;1:26.627;220.379;1145
1145;55;4;1:26.255;221.329;1146
1146;56;14;1:27.116;219.142;1147
1147;55;13;1:26.893;219.704;1148
1148;55;5;1:26.260;221.316;1149
1149;56;9;1:26.536;220.611;1150
1150;54;15;1:27.745;217.571;1151
1151;36;16;1:27.877;217.244;1152
1152;36;17;1:27.970;217.014;1153
1153;16;18;1:28.999;214.505;1154
1154;22;19;1:32.852;205.604;1155
1155;38;6;1:26.261;221.314;1156
1156;38;12;1:26.854;219.803;1157
1157;11;20;1:33.144;204.960;1158
1158;18;4;1:35.899;208.081;1159
1159;18;3;1:35.816;208.261;1160
1160;40;2;1:35.712;208.487;1161
1161;42;8;1:36.585;206.603;1162
1162;15;7;1:36.321;207.169;1163
1163;18;9;1:36.790;206.165;1164
1164;41;12;1:36.982;205.757;1165
1165;17;11;1:36.902;205.927;1166
1166;23;1;1:35.483;208.987;1167
1167;18;13;1:37.212;205.270;1168
1168;18;16;1:39.833;199.881;1169
1169;36;17;1:40.432;198.689;1170
1170;12;19;1:42.465;194.747;1171
1171;22;10;1:36.878;205.978;1172
1172;21;6;1:36.182;207.469;1173
1173;20;5;1:36.026;207.806;1174
1174;18;15;1:38.058;203.499;1175
1175;2;14;1:37.912;203.803;1176
1176;2;18;1:41.470;196.657;1177
1177;2;20;1:43.558;192.692;1178
1178;39;2;1:31.713;212.436;1179
1179;41;4;1:32.324;211.030;1180
1180;41;3;1:31.822;212.184;1181
1181;36;6;1:32.683;210.213;1182
1182;43;1;1:31.447;213.054;1183
1183;20;10;1:33.087;209.300;1184
1184;40;12;1:33.326;208.764;1185
1185;42;13;1:33.417;208.561;1186
1186;23;8;1:32.976;209.550;1187
1187;18;15;1:35.744;203.492;1188
1188;24;14;1:33.458;208.470;1189
1189;16;16;1:36.432;202.040;1190
1190;3;17;1:36.913;201.038;1191
1191;45;5;1:32.411;210.832;1192
1192;23;11;1:33.124;209.217;1193
1193;19;9;1:33.055;209.372;1194
1194;7;7;1:32.886;209.753;1195
1195;2;18;1:37.036;200.783;1196
1196;2;19;1:37.533;199.760;1197
1198;22;4;1:23.133;213.619;1199
1199;48;1;1:21.858;216.946;1200
1200;24;3;1:23.023;213.902;1201
1201;45;10;1:24.017;211.371;1202
1202;44;11;1:24.022;211.358;1203
1203;54;9;1:23.917;211.623;1204
1204;17;14;1:24.419;210.364;1205
1205;46;7;1:23.488;212.710;1206
1206;19;13;1:24.230;210.836;1207
1207;37;8;1:23.602;212.420;1208
1208;22;16;1:24.641;209.813;1209
1209;20;12;1:24.094;211.177;1210
1210;19;17;1:24.719;209.620;1211
1211;18;19;1:27.420;203.143;1212
1212;13;15;1:24.435;210.325;1213
1213;8;5;1:23.296;213.201;1214
1214;5;20;1:28.334;201.041;1215
1215;4;18;1:25.665;207.305;1216
1216;22;2;1:22.604;214.987;1217
1217;23;6;1:23.368;213.016;1218
1218;41;4;1:15.977;219.240;1219
1219;59;5;1:16.098;218.891;1220
1220;63;8;1:16.614;217.417;1221
1221;63;6;1:16.469;217.829;1222
1222;66;1;1:15.641;220.213;1223
1223;62;9;1:16.761;217.000;1224
1224;55;3;1:15.771;219.836;1225
1225;65;11;1:16.947;216.476;1226
1226;64;12;1:17.156;215.889;1227
1227;60;7;1:16.519;217.687;1228
1228;51;10;1:16.802;216.884;1229
1229;22;14;1:18.998;210.855;1230
1230;16;16;1:19.734;208.909;1231
1231;43;13;1:17.585;214.696;1232
1232;31;2;1:15.648;220.193;1233
1233;15;17;1:20.124;207.892;1234
1234;10;18;1:20.865;205.987;1235
1235;9;15;1:19.435;209.695;1236
1236;41;2;1:15.921;158.375;1237
1237;15;9;1:17.159;155.834;1238
1238;77;7;1:16.971;156.214;1239
1239;19;3;1:16.600;156.971;1240
1240;50;10;1:17.403;155.342;1241
1241;11;8;1:17.070;156.014;1242
1242;40;1;1:15.842;158.540;1243
1243;51;6;1:16.916;156.326;1244
1244;16;13;1:17.799;154.552;1245
1245;38;5;1:16.812;156.538;1246
1246;17;11;1:17.482;155.184;1247
1247;20;4;1:16.776;156.611;1248
1248;12;17;1:20.747;148.909;1249
1249;22;16;1:20.237;149.856;1250
1250;43;14;1:18.030;154.094;1251
1251;19;15;1:19.037;152.131;1252
1252;15;12;1:17.693;154.762;1253
1253;14;18;1:22.019;146.600;1254
1254;44;1;1:30.711;204.305;1255
1255;9;4;1:31.124;203.380;1256
1256;44;3;1:31.028;203.594;1257
1257;19;5;1:31.306;202.974;1258
1258;19;6;1:31.503;202.537;1259
1259;47;7;1:31.708;202.084;1260
1260;42;10;1:31.807;201.866;1261
1261;43;9;1:31.779;201.928;1262
1262;43;13;1:31.971;201.506;1263
1263;20;12;1:31.955;201.542;1264
1264;9;2;1:30.940;203.791;1265
1265;26;11;1:31.889;201.686;1266
1266;41;15;1:32.583;200.174;1267
1267;18;14;1:32.329;200.725;1268
1268;39;17;1:33.425;198.370;1269
1269;21;16;1:33.292;198.653;1270
1270;18;18;1:35.047;194.985;1271
1271;18;19;1:35.536;193.987;1272
1272;25;8;1:31.724;202.049;1273
1274;23;1;1:14.384;211.061;1275
1275;32;4;1:14.868;209.697;1276
1276;46;8;1:15.480;207.996;1277
1277;18;13;1:16.008;206.551;1278
1278;23;7;1:15.401;208.214;1279
1279;44;10;1:15.827;207.044;1280
1280;17;16;1:16.414;205.454;1281
1281;46;15;1:16.299;205.764;1282
1282;26;12;1:15.945;206.723;1283
1283;19;18;1:17.344;202.984;1284
1284;15;19;1:18.462;200.091;1285
1285;43;11;1:15.872;206.922;1286
1286;30;6;1:15.189;208.801;1287
1287;20;9;1:15.752;207.249;1288
1288;14;14;1:16.044;206.454;1289
1289;33;20;1:18.709;199.463;1290
1290;38;3;1:14.727;210.092;1291
1291;24;5;1:14.890;209.635;1292
1292;20;17;1:17.015;203.851;1293
1293;24;2;1:14.576;210.518;1294
1294;48;1;1:11.497;211.074;1295
1295;48;2;1:11.649;210.626;1296
1296;44;3;1:13.237;206.059;1297
1297;65;4;1:13.370;205.686;1298
1298;2;5;1:13.907;204.191;1299
1299;43;6;1:14.490;202.593;1300
1314;5;2;1:16.502;207.571;1315
1315;25;1;1:16.423;207.785;1316
1316;22;7;1:17.714;204.333;1317
1317;18;4;1:17.408;205.141;1318
1318;67;8;1:17.792;204.128;1319
1319;18;5;1:17.511;204.868;1320
1320;36;14;1:18.103;203.316;1321
1321;17;10;1:17.841;204.000;1322
1322;4;12;1:17.960;203.689;1323
1323;39;6;1:17.611;204.605;1324
1324;8;11;1:17.929;203.770;1325
1325;17;15;1:18.395;202.558;1326
1326;32;16;1:20.004;198.485;1327
1327;36;13;1:18.102;203.318;1328
1328;9;17;1:20.156;198.108;1329
1329;24;3;1:16.656;207.154;1330
1330;8;18;1:21.077;195.858;1331
1331;4;19;1:21.451;194.958;1332
1332;11;9;1:17.805;204.094;1333
1334;41;2;1:20.700;229.338;1335
1335;40;4;1:21.228;227.847;1336
1336;60;1;1:20.502;229.902;1337
1337;43;3;1:21.159;228.041;1338
1338;42;7;1:21.993;225.721;1339
1339;23;5;1:21.675;226.600;1340
1340;41;9;1:22.302;224.874;1341
1341;46;6;1:21.960;225.812;1342
1342;56;8;1:22.112;225.394;1343
1343;45;10;1:22.466;224.427;1344
1344;16;15;1:23.291;222.204;1345
1345;58;16;1:23.360;222.020;1346
1346;44;12;1:23.089;222.744;1347
1347;16;14;1:23.210;222.420;1348
1348;58;13;1:23.147;222.588;1349
1349;54;11;1:22.551;224.195;1350
1350;38;17;1:24.247;219.682;1351
1351;53;19;1:26.182;214.750;1352
1352;37;20;1:26.489;213.987;1353
1353;8;18;1:25.257;217.080;1354
1354;21;2;1:15.235;218.866;1355
1355;54;4;1:15.878;217.011;1356
1356;19;3;1:15.843;217.111;1357
1357;21;5;1:15.890;216.977;1358
1358;18;7;1:16.099;216.381;1359
1359;23;6;1:16.073;216.455;1360
1360;18;8;1:16.233;216.000;1361
1361;45;10;1:16.288;215.845;1362
1362;45;9;1:16.236;215.992;1363
1363;47;12;1:16.528;215.168;1364
1364;10;13;1:16.607;214.946;1365
1365;27;14;1:16.725;214.615;1366
1366;11;19;1:18.425;209.963;1367
1367;45;11;1:16.474;215.320;1368
1368;26;16;1:17.122;213.511;1369
1369;7;18;1:18.212;210.535;1370
1370;12;17;1:18.106;210.821;1371
1371;44;20;1:19.025;208.369;1372
1372;46;15;1:16.803;214.397;1373
1373;24;1;1:14.873;219.924;1374
1374;40;1;1:21.219;194.186;1375
1375;13;3;1:21.476;193.573;1376
1376;13;5;1:21.873;192.634;1377
1377;32;4;1:21.842;192.707;1378
1378;70;8;1:22.406;191.388;1379
1379;53;6;1:22.053;192.212;1380
1380;47;9;1:22.453;191.279;1381
1381;45;7;1:22.399;191.405;1382
1382;19;10;1:22.506;191.157;1383
1383;20;11;1:22.768;190.551;1384
1384;51;12;1:22.884;190.285;1385
1385;17;15;1:24.446;186.765;1386
1386;15;16;1:24.774;186.042;1387
1387;22;13;1:23.048;189.909;1388
1388;8;18;1:25.956;183.484;1389
1389;23;14;1:23.118;189.749;1390
1390;20;2;1:21.237;194.143;1391
1391;16;17;1:25.646;184.148;1392
1394;40;2;1:25.030;226.000;1395
1395;58;3;1:25.524;224.694;1396
1396;39;1;1:24.770;226.693;1397
1397;34;4;1:25.604;224.484;1398
1398;58;5;1:25.790;223.998;1399
1399;52;7;1:26.178;222.989;1400
1400;58;9;1:26.417;222.372;1401
1401;58;8;1:26.374;222.483;1402
1402;54;6;1:25.858;223.820;1403
1403;45;11;1:26.635;221.813;1404
1404;44;13;1:26.967;220.966;1405
1405;38;15;1:27.025;220.819;1406
1406;53;18;1:29.229;215.364;1407
1407;42;19;1:29.286;215.227;1408
1408;50;17;1:29.035;215.834;1409
1409;13;20;1:29.392;214.972;1410
1410;21;14;1:26.991;220.905;1411
1411;25;16;1:27.353;219.990;1412
1412;27;10;1:26.514;222.123;1413
1413;12;12;1:26.791;221.414;1414
1414;15;2;1:21.828;254.861;1415
1415;16;3;1:22.146;253.874;1416
1416;16;4;1:22.587;252.519;1417
1417;51;1;1:21.504;255.874;1418
1418;19;5;1:22.831;251.775;1419
1419;19;8;1:23.076;251.032;1420
1420;21;6;1:22.870;251.656;1421
1421;16;9;1:23.161;250.776;1422
1422;18;11;1:23.365;250.162;1423
1423;5;13;1:23.584;249.507;1424
1424;13;16;1:23.892;248.591;1425
1425;13;12;1:23.466;249.859;1426
1426;17;14;1:23.633;249.360;1427
1427;40;7;1:22.935;251.459;1428
1428;18;15;1:23.867;248.665;1429
1429;14;10;1:23.341;250.234;1430
1430;9;17;1:24.810;245.900;1431
1431;31;20;1:25.193;244.794;1432
1432;33;18;1:24.966;245.448;1433
1433;17;19;1:25.146;244.929;1434
1434;34;6;1:53.810;220.662;1435
1435;31;10;1:56.131;216.252;1436
1436;44;5;1:53.323;221.610;1437
1437;44;2;1:52.287;223.655;1438
1438;44;4;1:52.590;223.053;1439
1439;44;7;1:54.251;219.810;1440
1440;43;1;1:51.453;225.329;1441
1441;41;17;1:57.886;213.032;1442
1442;43;3;1:52.582;223.069;1443
1443;28;16;1:57.748;213.282;1444
1444;43;8;1:55.885;216.711;1445
1445;6;20;2:01.627;206.480;1446
1446;38;19;2:01.148;207.296;1447
1447;14;9;1:55.988;216.518;1448
1448;32;15;1:57.541;213.658;1449
1449;3;11;1:56.953;214.732;1450
1450;8;18;1:58.451;212.016;1451
1451;10;13;1:57.444;213.834;1452
1452;10;14;1:57.534;213.670;1453
1453;9;12;1:57.117;214.431;1454
1454;27;2;1:12.650;213.522;1455
1455;29;1;1:12.268;214.651;1456
1456;21;3;1:12.653;213.513;1457
1457;25;4;1:12.800;213.082;1458
1458;11;5;1:13.190;211.946;1459
1459;49;6;1:13.192;211.941;1460
1460;24;10;1:13.746;210.349;1461
1461;25;9;1:13.724;210.411;1462
1462;50;11;1:13.800;210.195;1463
1463;32;14;1:14.394;208.516;1464
1464;70;13;1:14.343;208.659;1465
1465;25;12;1:14.054;209.474;1466
1466;69;7;1:13.570;210.852;1467
1467;19;17;1:15.527;205.388;1468
1468;41;15;1:14.906;207.091;1469
1469;41;16;1:15.113;206.520;1470
1470;45;8;1:13.590;210.794;1471
1471;16;18;1:15.792;204.670;1472
1474;44;1;1:31.540;228.372;1475
1475;19;3;1:32.522;225.948;1476
1476;21;2;1:31.599;228.225;1477
1477;21;7;1:33.022;224.733;1478
1478;19;4;1:32.754;225.383;1479
1479;18;8;1:33.023;224.731;1480
1480;25;5;1:32.763;225.361;1481
1481;9;6;1:32.795;225.283;1482
1482;49;12;1:33.499;223.587;1483
1483;43;10;1:33.232;224.227;1484
1484;52;9;1:33.133;224.466;1485
1485;50;11;1:33.288;224.093;1486
1486;17;14;1:35.458;218.998;1487
1487;50;17;1:36.574;216.468;1488
1488;11;15;1:35.887;218.019;1489
1489;33;16;1:36.039;217.674;1490
1490;9;18;1:36.711;216.161;1491
1491;9;19;1:37.428;214.570;1492
1493;28;13;1:34.186;221.956;1494
1494;45;2;1:33.536;209.797;1495
1495;56;1;1:33.242;210.458;1496
1496;44;5;1:34.035;208.684;1497
1497;54;3;1:33.563;209.736;1498
1498;43;4;1:33.727;209.369;1499
1499;43;6;1:34.094;208.553;1500
1500;53;7;1:34.271;208.161;1501
1501;53;12;1:34.766;207.074;1502
1502;54;10;1:34.585;207.470;1503
1503;53;11;1:34.713;207.190;1504
1504;13;17;1:36.563;203.220;1505
1505;18;13;1:35.011;206.540;1506
1506;52;9;1:34.560;207.525;1507
1507;54;18;1:36.894;202.526;1508
1508;16;14;1:35.347;205.812;1509
1509;48;19;1:37.215;201.857;1510
1510;17;15;1:35.587;205.295;1511
1511;17;20;1:37.398;201.478;1512
1512;15;8;1:34.501;207.654;1513
1513;16;16;1:35.877;204.674;1514
1514;29;1;1:24.125;226.933;1515
1515;8;2;1:24.179;226.788;1516
1516;10;3;1:25.088;224.365;1517
1517;11;5;1:25.824;222.441;1518
1518;42;4;1:25.286;223.844;1519
1519;24;7;1:25.982;222.032;1520
1520;9;9;1:26.275;221.278;1521
1521;13;11;1:26.328;221.142;1522
1522;43;8;1:26.077;221.787;1523
1523;39;10;1:26.282;221.260;1524
1524;6;16;1:27.840;217.336;1525
1525;41;15;1:27.820;217.385;1526
1526;35;14;1:27.807;217.417;1527
1527;15;18;1:28.523;215.659;1528
1528;11;12;1:26.846;219.823;1529
1529;27;13;1:27.503;218.173;1530
1530;10;19;1:30.161;211.741;1531
